id,clubCode,name,shortName,alfabeticOrder,direction,town,province,telephone,fax,mail,mail2,president,contact,telephoneCR,telephoneMobileCR,web
169,080427,SEC.ESP. DE BASQUETBOL DE LA FUNDACIO CULTURAL PRIVADA PALCAM,PALCAM             ,PALCAM FUNDACIO CULTURAL PRIVADA,"Travessera de Gracia,419",BARCELONA,Barcelona,690373162,,basquetpalcam@palcam.cat,,JESUS COMELLAS PEIRO,SANTI RODRÍGUEZ,934555914,688297344,www.palcam.cat
72,080107,CLUB ESPORTIU BASQUET PALLEJA,C.E.B. PALLEJA     ,PALLEJA CEB,"AV. ONZE DE SETEMBRE 1714, 1",PALLEJA,Barcelona,615632414,936631640,direccio.tecnica@basquetpalleja.cat,competicions@kromschroeder.es,MAGI BONSOMS GRAU,ANGEL ESTELA NIETO,936630243,615632414,www.basquetpalleja.cat
3189,081585,ASSOCIACIO ESPORTIVA BASQUETBOL LA PALMA DE CERVELLO,A.E.B. LA PALMA DE ,PALMA DE CERVELLÓ A.E.B. LA,c/ Canigó 9,La Palma de Cervelló,Barcelona,644279680,,aeblapalma@gmail.com,,JORDI SABATÉ I CADENAS,Marçal Fortuny Domènech,,644279680,aeblapalma.cat
2774,081553,ESPORT BASE DEL PAPIOL,E. BASE EL PAPIOL,PAPIOL ESPORT BASE DEL,Pau Casals,"PAPIOL, EL",Barcelona,657 01 41 51,,ebpapiolbasquet@gmail.com,,DAVID  ROMERO ALEJANDRE ,Didac Vidal,657 01 41 51,600 75 23 97,www.esportbasedelpapiol.com
392,250010,CLUB BASQUET PARDINYES,CLUB BASQUET PARDIN,PARDINYES C.B.,"C/Juneda, 31-3r-4a",LLEIDA,Lleida,637437465,973242571,cbpardinyes@hotmail.com,,PERE ROQUÉ ORÓ,IVAN MACARULLA CERVELLÓ,973000000,637437465,www.lleida.net/clientes/basket/
247,081274,ASSOCIACIO DE PARES D' ALUMNES DEL COL·LEGI PARE MANYANET,APA C. PARE MANYANE,PARE MANYANET A.C.,C/ TRAVESSERA DE LES CORTS 331,BARCELONA,Barcelona,605323399,000000000,cbmanyanetlescorts@gmail.com,gonzalezmorenocarla@gmail.com,DAVID SERRATE GARCIA,CARLA GONZÁLEZ,605323399,605323399,http://www.cbmanyanet.com
451,430184,ASSOCIACIO ESPORTIVA PARE MANYANET,PARE MANYANET A.E. ,PARE MANYANET A.E.,"C/ Pare Manyanet, 25",REUS,Tarragona,657348438,977330704,competicionsbmr@gmail.com,basquetmanyanet@gmail.com,RICARD ESPARZA LATORRE,MARINA RIBAS FORTUNY,,657348438,www.basquetmanyanetreus.com
90,080138,CLUB BASQUET PARETS,C.B. PARETS,PARETS C.B.,Avda. Francesc Macia s/n,PARETS DEL VALLES,Barcelona,658752770,,gestio.esportiva@cbparets.com,info@cbparets.com,ENRIC NUÑEZ PEREZ,Silvia Grande,,658752770,www.cbparets.com
3060,081566,CLUB DE BASQUET POBLENOU BARCELONA,AE PB9,PB9 ASSOCIACIÓ ESPORTIVA,"Passatge d'Aymà, 18",BARCELONA,Barcelona,658184498,,tecnic@basquetpb9.com,admin@basquetpb9.com,ALEIX BOQUÉ SALVADOR,RICARD SEVIL BUDESCA,,627439280,www.basquetpb9.com
30,080039,CLUB BASQUET PEDAGOGIUM,C.B. PEDAGOGIUM    ,PEDAGOGIUM C.B.,Neptú 6,BARCELONA,Barcelona,639541878,000000000,administracio@cbpedagogium.cat,,RAFAEL MURGADAS  VIDAL,EDUARD XANCÓ VILAS,,625341512,
2969,081565,FUNDACIO CATALUNYA LA PEDRERA,F.C. LA PEDRERA,PEDRERA FUNDACIO CATALUNYA,"C/ Oms i de Prat, 2",MANRESA,Barcelona,696001848,,basquetoms@omsideprat.cat,oriol_vilar@hotmail.com,GEMMA  VILASECA GONZÁLEZ,Oriol Vilarmau Fornies,,696001848,www.basquetoms.cat
410,250081,CLUB BALONCESTO PEÑA FRAGATINA,CLUB BASQUET PENYA ,PENYA FRAGATINA C.B.,"P.º de la Constitución, S/N (PABELLÓN CORTES DE ARAGÓN)",FRAGA,Lleida,648815839,974454011,cbpfragatina@gmail.com,,MARGARITA PIRLA SÁNVICEN,VICTOR ESPAÑOL BERENGUER,,648815839,
2494,081441,ESPORTIU CLUB PIERA,E.C. PIERA         ,PIERA ESPORTIU CLUB,"INDUSTRIA, 38",PIERA,Barcelona,620188786,,dt.pierabasquet@gmail.com,junta.basquetpiera@gmail.com,MARIA TERESA GUZMAN MOLINA,EMILI DIEZ I CASTELL,937789504,626825549,www.pierabasquet.cat
5,080007,UNIO DEPORTIVA I RECREATIVA PINEDA DE MAR,U.E.R. PINEDA DE MA,PINEDA DE MAR U.E.R.,"Carrer Barcelona, 33-35 (Pavelló)",PINEDA DE MAR,Barcelona,648602198,000000000,uerpineda@basquetcatala.org,,PAU PUJADAS PUIGNOU,GERARD FLUXÀ,,692 19 13 96,www.uerpineda.com
2453,250116,CLUB BASQUET PONTS,C.B. PONTS         ,PONTS C.B.,"c/ Marinada, 3",PONTS,Lleida,659027695,973462025,cbponts@gmail.com,,MIQUEL JUNYENT ARMENGOL,MIQUEL JUNYENT ARMENGOL,973461148,659027695,
374,170240,BASQUET PORQUERES ASSOCIACIO ESPORTIVA,BASQUET PORQUERES A,PORQUERES BASQUET A.E.,C/ MONTSENY S/N,PORQUERES,Girona,680467431,972570717,bporqueres@basquetcatala.org,,MIQUEL SALA TURRÓ,XAVI ALBERTÍ CASAS,972581807,638727752,
91,080139,CLUB BASQUET PRAT,C.B. PRAT          ,PRAT C.B.,"AV. PARE ANDREU DE PALMA, 9","PRAT DE LLOBREGAT, EL",Barcelona,934782269,934782269,fserrano@cbprat.cat,cbprat_stefy@hotmail.es,ARSENI CONDE RIERA,FERRAN SERRANO VENTURA,934782269,654476922,www.cbprat.cat
243,081260,ASSOCIACIO ESPORTIVA BASQUET PRATENC,A.E.B. PRATENC,PRATENC AE BASQUET,"C. Riu Guadalquivir, 1-13 Despatx 2","PRAT DE LLOBREGAT, EL",Barcelona,934781726,000000000,pratenc@basquetpratenc.com,victormachoguevara@gmail.com,VICTOR MACHO GUEVARA,Nerea Fulgencio,934787660,682208491,www.basquetpratenc.com
16,080024,AGRUPACIO BASQUET PREMIA,A.B. PREMIA        ,PREMIA A.B.,"C/ Camí del Mig, 62",PREMIA DE MAR,Barcelona,619 719 878,,coordinadors@abpremia.com,presidencia@abpremia.com,MONTSE GIRONA MADRID,MARIA - SAMU - ADRIÀ,,689 132 279,www.abpremia.com
110,080181,CLUB BASQUET PREMIA DE DALT,C.B. PREMIA DE DALT,PREMIA DE DALT C.D.B.,Passeig de can Balet s/n,PREMIA DE DALT,Barcelona,647986481,000000000,secretaria.cbpremiadedalt@gmail.com,,MARIA MERCÈ PRATS PITARCH,Laia Sanchez Palau,,+34 647986481,https://www.cbpremiadedalt.cat
2387,081412,CLUB BASQUET PUIG-REIG,C.B. PUIG-REIG     ,PUIG-REIG C.B.,C/ ARQUEBISBE  SESCOMES 3 3N 1R,PUIG-REIG,Barcelona,658089974,,basquetpuigreig@gmail.com,,DAVID CASAFONT CASALS,NEUS PARERA SURIÑACH,,679767276,www.basquetpuigreig.com/
2753,081547,Q BASQUET CLUB,QBASQUET CLUB,QBASQUET CLUB,tenerife 32,SANT CUGAT DEL VALLÉS,Barcelona,609861847,,q.areaesportiva@gmail.com,,ENRIQUE  SANCHEZ ARANDA,Albert Tolón Benito,609861847,609861847,qbasketsantcugat.com
360,170212,CLUB BASQUET QUART,QUART CB.          ,QUART C.B.,"AV LA BOBILA 69, BAIXOS 3a",QUART,Girona,654526615,,clubbasquetquart@hotmail.com,,EVA RIBAS JUNY,MARC SERRAT,,617399053,
3137,430321,CLUB BASQUET RAPITENC DELS ALFACS,C.B. RAPITENC DELS ,RAPITENC DELS ALFACS,"AVINGUDA DE LA CONSTITUCIÓ, 1 bis 3r.",LA RAPITA,Tarragona,659285059,,basquetrapitenc@gmail.com,,JUAN BAUTISTA BALAGUÉ VIDAL,RAMON ROSALES CASTELLA,,621203966,
2888,081558,CASA DE RUBI COLEGIO REGINA CARMELI,C.R.C. REGINA CARME,REGINA CARMELI CASA DE RUBI COLEGIO,"SANT SEBASTIA, 34",RUBI,Barcelona,600325187,,basquet@reginacarmeli.com,extraescolars@reginacarmeli.com,MELCHORA QUINTANA CALVO,SERGI TORREGLOSA,936990353,600325187,https://reginacarmeli.com
431,430009,REUS DEPORTIU,REUS DEPORTIU      ,REUS DEPORTIU,C/ GAUDI S/N,REUS,Tarragona,608116715,977331785,reusdeportiubasquet@gmail.com,reusdeportiubasquet@gmail.com,MÒNICA BALSELLS PERE,MARC OLIVART,,608116715,www.reusdeportiu.es
428,430006,CLUB NATACIO REUS PLOMS,CLUB NATACIO REUS P,REUS PLOMS C.N.,"Av. Marià Fortuny, 5 (Pavelló Joan Sirolla)",Reus,Tarragona,644874719,,administracio@cbsallereus.cat,presidencia@cbsallereus.cat,ISIDRE GUINJOAN AYMEMI,Ana Valverde,,644874719,www.cbsallereus.cat
73,080109,CLUB BASQUET RIBES,CLUB BASQUET RIBES,RIBES CLUB BASQUET,"C/ CRISTOFOL MESTRE, s/n",SANT PERE DE RIBES,Barcelona,647999183,,secretaria@basquetribes.org,,ELIZABET MOROS ALCARAZ,TONI SEGARRA,,647999183,www.basquetribes.org
367,170232,CLUB UNIO ESPORTIVA RIPOLL,CLUB UNIÓ ESPORTIVA,RIPOLL C.U.E.,"C/.PALLARS SOBIRÀ, 16.",RIPOLL,Girona,609012652,000000000,ueripoll@unioesportivaripoll.com,erabaseda@gmail.com,JOAN ROIG I GALLART,EUDALD RABASEDA ANGLADA,,609012652,
31,080040,CLUB BASQUET RIPOLLET,C.B. RIPOLLET      ,RIPOLLET C.B.,CARRER TAMARIT 32,RIPOLLET,Barcelona,680149727,,clubbasqripollet@gmail.com,,MODEST  SERRA VILA,Modest Serra / Pol Brualla ,P/627 72 15 58,M/680 14 97 27,www.clubbasquetripollet.com
3330,430328,CLUB ESPORTIU ROCABRUNA,C.E. ROCABRUNA,ROCABRUNA C.E.,"CAMÍ DE LA CREUETA, 3C BAIXOS 1",LES BORGES DEL CAMP,Tarragona,618625060,,rocabrunabasquet@gmail.com,,JOSEP LLUÍS SANCHO SAMPER,Ramon Josep Marimon Fontgibell,,690008207,
133,080260,CLUB BASQUET RODA,C.B. RODA          ,RODA CB,"carrer Bonamic 42, 1er B",RODA DE TER,Barcelona,652892362,000000000,eladimartinezc@hotmail.com,cbasquetroda@gmail.com,AGUSTI NAVARRO GOMEZ,ELADI MARTÍNEZ CASTELO,938540889,652892362,www.cbroda.cat
3277,081590,ASSOCIACIO BASQUET RONÇANA 2018,A.B. RONÇANA 2018,RONÇANA 2018 ASSOCIACIÓ BASQUET,"C/ MASPUJOLS, 9",SANTA EULALIA DE RONÇANA,Barcelona,661208025,,abronsana@gmail.com,,JUAN ANTONIO IBAÑEZ CARRILLO,JUAN ANTONIO IBAÑEZ CARRILLO,,661208025,abronçana.cat
201,080652,AGRUPACION DEPORTIVA RONDA,A.D. RONDA         ,RONDA AGRUPACION DEPORTIVA,"Ronda Sant Antoni de Llefià  10, Local 3",BADALONA,Barcelona,600535124,934603714,aeronda@gmail.com,,ALBERT TOMAS CANALIS,CARLES ESTEVE ESTEVE,934603714,600535124,www.ubllefia.com
273,081341,CLUB BASQUET ROQUETES,C.B. ROQUETES GARRA,ROQUETES GARRAF C.B.,RAMBLA SANT JORDI 28   2n 1a,VILANOVA I LA GELTRU,Barcelona,699986921,,presidencia.cbr@gmail.com,,ANGEL SANCHEZ PALLAROL,ULISES VICENTE,,665524955,
3084,081573,CLUB DE BASQUETBOL ROSELLA,C.B. ROSELLA,ROSELLA CB,"CTRA CAMI CA N'AMAT, 5",TERRASSA,Barcelona,665286129,,clubbasquetrosella@gmail.com,,CARLOS CAÑADA GAVIRA,CARLOS CAÑADA GAVIRA,937830318,665286129,
49,080063,CLUB BASQUET ROSER,CLUB BASQUETL ROSER,ROSER CB,"C/ALI-BEI, 120",BARCELONA,Barcelona,639143010,932653725,tecnicroser@hotmail.com,,XAVIER VIÑES  LOPEZ,JOSEP MARIA PUYAL  VERDENY,930000000,608299747,www.cbroser.cat
340,170054,CLUB DE BASQUET ROSES,CLUB BASQUET ROSES ,ROSES C.B.,CTRA. MAS OLIVA PAVELLÓ MUNICIPAL,ROSES,Girona,606 770 554,,basquetroses@gmail.com,,SIMÓN RODRÍGUEZ MORILLO,AINA GRATACÒS DONAT,,618784197,WWW.BASQUETROSES.CAT
2821,250137,CLUB BÀSQUET ROSSELLÓ,C.B. ROSSELLÓ,ROSSELÓ CLUB BÀSQUET,"Av. Verge del Pilar, 8",ROSSELLO,,608617485,,rossellobasquet@gmail.com,,MARCO ANTONIO  BRAGOS MORALES,GUILLERMO MESALLES VALDOVINOS,973000000,608617485,
28,080037,CLUB NATACIO SABADELL,C.N. SABADELL      ,SABADELL C.N.,"MONTCADA, 2",SABADELL,Barcelona,698940982,,basquet@nataciosabadell.cat,,CLAUDI MARTÍ MORTES,M. GEMMA SERRA PÉREZ,937136464,698940982,www.nataciosabadell.cat
2880,081555,SABADELL SUD CLUB BASQUET,SABADELL SUD C.B.,SABADELL SUD CLUB BÀSQUET,"Carrer Campoamor 93, despatx 7",SABADELL,Barcelona,629722814,,sabadellsudcb@hotmail.com,sabadellsudcb@hotmail.com,OSCAR  MONGE ARROYO,Responsable de competicions RAQUEL MENDEZ  681986269,,629722814,
3193,081588,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL COL·LEGI SAGRAT COR SARRIA,AMPA COL·LEGI SAGRA,SAGRAT COR DE SARRIA AMPA COL·LEGI,"VINYAR, 26-28",BARCELONA,Barcelona,672095511,,esports@sagratcorsarria.com,ji.romeo@sagratcorsarria.com,ANGEL ANTONUCCI ARGUELLES,nacho romeo cebrian,,672095511,
3426,081614,CLUB ESPORTIU SAGRAT COR DIPUTACIO,C.E. SAGRAT COR DIP,SAGRAT COR DIPUTACIO C.E.,DIPUTACIO 326,BARCELONA,Barcelona,670726652,,esportsagratcor@hotmail.com,,DOLORS MORENO TARRES,Daniel Civit,,670726652,
3425,081613,ESCUELAS SALESIANAS SAN JOSE,E. SALESIANAS SAN J,SALESIANAS SAN JOSE ESCUELAS,"ROCAFORT, 42",Barcelona,Barcelona,629501334,,boscobq@naifarlleure.es,,JOAN CAMPS MARQUES,MATEO LOPEZ RUIZ,934231234,629501334,
32,080041,CLUB ESPORTIU LA SALLE GRACIA,C.E. LA SALLE GRACI,SALLE GRACIA C.E. LA,PLAÇA DEL NORD 14,BARCELONA,Barcelona,665945848,932170031,club.esportiu@gracia.lasalle.cat,basquet@gracia.lasalle.cat,ALEJANDRO JUAN ROJAS ESTEVE,ALFONSO FERNANDEZ,608300370,665945848,www.lasallegracia.cat
217,081025,CLUB BASQUET LA SALLE HORTA,C.B. LA SALLE HORTA,SALLE HORTA C.B.,"Doctor Letamendi, 63",Barcelona,Barcelona,650120129,,coordinaciocblsh@gmail.com,coordinacio@cblasallehorta.cat,MONTSERRAT IGLESIAS MANIBARDO,LAURA POCH CAMPABADAL,,618069247,https://www.cblasallehorta.cat/
12,080019,ASSOCIACIO ESPORTIVA LA SALLE MANRESA,ASSOCIACIO LA SALLE,SALLE MANRESA ASSOCIACIÓ LA,"La Pau, 109 -111",MANRESA,Barcelona,938771355,000000000,secretaria@sallebasquet.cat,,XAVIER SILVA GALERA,SERGI MUÑOZ,938771355,602211585,
429,430007,CLUB BASQUETBOL LA SALLE REUS,CLUB  BASQUET LA SA,SALLE REUS C.B. LA,"Plaça Pastoreta, 10",REUS,Tarragona,644874719,,administracio@cbsallereus.cat,presidencia@cbsallereus.cat,ARMAND LLAURADÓ VIDAL,Ana Valverde,,644874719,www.cbsallereus.cat
435,430015,ASSOCIACIO DE BASQUET LA SALLE TARRAGONA,A.B. LA SALLE TARRA,SALLE TARRAGONA A.B. LA,Av. Països Catalans s/n (Col·legi La Salle),TARRAGONA,Tarragona,629359023,977218604,info.absalle@gmail.com,unibasquettarragona@hotmail.com,JACOB ROVIRA GÓMEZ,VÍCTOR MAZARIEGOS ,,650774418,WWW.ABSALLETARRAGONA.CAT
234,081237,CLUB ATLETIC ESPORTIU SALLENT,C.A.E. SALLENT     ,SALLENT C.A.E.,PAVELLÓ MUNICIPAL VERGE DEL PILAR S/N,SALLENT,Barcelona,650111912,938373831,atleticesportiusallent@gmail.com,pavello@sallent.cat,MARC BRANSUELA CLARET,DIDAC H. BLASCO MARTIN,,667905048,
444,430034,CLUB BASQUET SALOU,BASQUET SALOU      ,SALOU C.B.,CARRER MILA,SALOU,Tarragona,660891864,977353783,coordinacio.cbsalou@gmail.com,cbsalou@hotmail.com,SANTIAGO BENITO GARCIA,AINHOA RODRIGUEZ RICO,977309211,630927189,
323,170020,CLUB BASQUET SALT,CLUB BASQUET SALT  ,SALT C.B.,"Pavelló Municipal d'Esports - Paisos Catalans, s/n",SALT,Girona,655311733,,clubbasquetsalt@gmail.com,,ALBERT MARUNY AYMERICH,ALBERT MARUNY AYMERICH,,655311733,
183,080472,CLUB BASQUET SAMA VILANOVA I LA GELTRU,C.B. SAMÀ VILANOVA ,SAMA VILANOVA I LA GELTRU C.B.,Ronda Ibèrica 66,VILANOVA I LA GELTRU,Barcelona,615075366,000000000,samavilanova@cbsamavilanova.cat,administracio@cbsamavilanova.cat,SERGI FENOLLOSA RUIZ,ÒSCAR ANDREU RUIZ,938143491,615075366,www.basquetsamavilanova.com
3434,081616,ASOCIACION CULTURAL DEL COLEGIO ALEMAN SAN ALBERTO MAGNO,A.C.C.A. SAN ALBERT,SAN ALBERTO MAGNO ASOCIACION CULTURAL DEL COLEGIO ALEMAN,"AVINGUDA JACINT ESTEVA FONTANET, 105",ESPLUGUES DE LLOBREGAT,Barcelona,699253027,,david.galceran@dsbarcelona.com,defrutos@dsbarcelona.com,,David Galcerán Fries,,699253027,
3462,081617,S.E. ESCUELAS SALESIANAS SAN JUAN BOSCO,S.E.E.S. SAN JUAN B,SAN JUAN BOSCO S.E. ESCUELAS SALESIANAS,"PG GAUDI, 2",SABADELL,Barcelona,670418499,,clubesportiu.sabadell@salesians.cat,,ANTONIO  RODRIGUEZ MUÑOZ,CARLES FERRAN ESTANY,,666022827,
3476,081620,UNION DEPORTIVA SAN MAURO,U.D. SAN MAURO,SAN MAURO UNION DEPORTIVA,"C/ Pilar, 15",Santa Margarida de Montbui,Barcelona,938042819,,basquetudsanmauro@gmail.com,basquetudsanmauro@gmail.com,JORDI SEGURA MORENO,POL SALANOVA OLIVA,,628324262,
2517,081450,UNIO BASQUET SANT ADRIA,U.B. SANT ADRIA,SANT ADRIA UNIO BASQUET,PASSEIG RAMBLETA S/N,SANT ADRIA DE BESOS,Barcelona,608401078,000000000,ubsa.seb@gmail.com,ubsa2006@gmail.com,IVAN CORRALES GORDO,IVAN CORRALES GORDO,934627804,608401078,www.somubsa.com
244,081261,CLUB BASQUET FEMENI SANT ADRIA ADEDI 104,C.B. FEMENI SANT AD,SANT ADRIA-ADEDI-104 CB F,"C/ LA BARCA, 25-29,2º-2ª",SANT ADRIA DE BESOS,Barcelona,635509177,933815239,info@femenisantadria.com,,JOSEP ANEAS   PRADES,JORDI MESTRE MOLINA,,651818960,www.femenisantadria.com
117,080194,CLUB BASQUETBOL SANT ANDREU,C.B. SANT ANDREU   ,SANT ANDREU C.B.,C/ Bonaventura Pedemonte s/n,SANT ANDREU DE LA BARCA,Barcelona,630 273 689,000000000,info@cbsantandreu.cat,direcciotecnica@cbsantandreu.cat,IGNACIO MINERO MAYAL,Josep Maria Peralta Garcia direcciotecnica@cbsantandreu.cat,,655 028 582,www.cbsantandreu.cat
2713,081529,CLUB ESPORTIU I SOCIAL DE SANT ANDREU,C.E.S. SANT ANDREU,SANT ANDREU C.E.I S.,"Joan Torras, 32",BARCELONA,Barcelona,606527464,000000000,secretariaceissa@gmail.com,,MANUEL  ORTEGA  RECA,DANIEL ARNALDA LOPEZ,933458395,606527464,www.basquetceissa.com
241,081251,ASSOCIACIO ESPORTIVA SANT ANDREU DE NATZARET,SANT ANDREU DE NATZ,SANT ANDREU DE NATZARET A.E.,"BATISTE I ROCA, 11  2º 2ª",BADALONA,Barcelona,606100327,933999235,sanatzaret@gmail.com,,JOSE PEREZ CARBALLO,ALBERT LOPEZ ESPINILLA,933999235,696820748,www.aesantandreunatzaret.com
2365,081401,CLUB BASQUET SANT ANTONI - POBLE SEC,C.B. SANT ANTONI-PO,SANT ANTONI-POBLE SEC CB,Nou de la Rambla 180 2n 2a,BARCELONA,Barcelona,651819281,000000000,esportiva@cbsaps.com,,CARLES CARDONA PEREZ,HECTOR PEÑARROYA,934433319,655361161,www.cbsaps.com
76,080114,CLUB BASQUET SANT BOI,C.B. SANT BOI      ,SANT BOI C.B.,"C/ Mn Pere Tarrés, 35-37 Poliesportiu La Parellada ",SANT BOI DE LLOBREGAT,Barcelona,627288366,,adm.basquetsantboi@gmail.com,,JUAN RONCERO CASTELLANO,Luismy Rodríguez,,627288366,www.basquetsantboi.com
121,080201,CLUB BASQUET LA SALLE SANT CELONI,C.B. LA SALLE SANT ,SANT CELONI C.B. LA SALLE,"CARRETERA CAMPINS, 11",SANT CELONI,Barcelona,630632062,000000000,clubbasquetsantceloni@hotmail.com,,MIQUEL SORROCHE CORTÉS,ANNA SORROCHE SIBINA,,687100997,
205,080802,CLUB BASQUETBOL SANT CLIMENT,C.B. SANT CLIMENT  ,SANT CLIMENT C.B.,"plaça de la vila, 1",SANT CLIMENT DE LLOBREGAT,Barcelona,609062551,000000000,basketsantcliment22@gmail.com,,ROSER FEU SALUD,ISABEL GAMEZ BLANCO,,609062551,cbsantcliment.wixsite.com/info
195,080599,UNIO ESPORTIVA SANT CUGAT,U.E. SANT CUGAT    ,SANT CUGAT U.E.,RAMBLA JAUME SABAT S/N - ZEM CENTRE - SOTERRANI PAV 2,SANT CUGAT DEL VALLÈS,Barcelona,600 89 37 46,,federacio.uesc@uesc.cat,,VICENÇ BELTRAN GONZÁLEZ,DAVID RODRIGUEZ TOSSO,935831424,600 89 37 46,www.uesc.cat
320,170015,CLUB BASQUET SANT FELIU,CLUB BASQUET SANT F,SANT FELIU C.B.,PAVELLO MUNICPAL LA CORXERA,SANT FELIU DE GUIXOLS,Girona,605243080,,cbsantfeliu@gmail.com,,JORDI PUJOL COLOMEDA,XAVIER COSTA BARRIGA,,686906587,www.cbsantfeliu.com
208,080809,CLUB BASQUET SANT FELIU DE CODINES,C.B. SANT FELIU COD,SANT FELIU DE CODINES C.B.,RONDA ESPORTS 4 CASA,SANT FELIU DE CODINES,Barcelona,651663556,000000000,cbsfc1946@gmail.com,,ANTONI LUQUE RODRIGUEZ,Christian Neriz Dominguez,,622184415,
122,080206,UNIO ESPORTIVA SANT FOST CLUB DE FUTBOL,U.D. SANT FOST     ,SANT FOST U.D.,C/ ROMANI 2,SANT FOST DE CAMPSENTELLES,Barcelona,620596045,000000000,uebasquetsantfost@hotmail.com,,RAMON MARIA RAMOS SEDEÑO,Isidro Chacón Orejuela,,661266388,
74,080110,ASSOCIACIO SANT FRUITOS D'ESPORTS,ASSOCIACIO SANT FRU,SANT FRUITOS (ASFE),CTRA DE LES BRUCARDES S/N,SANT FRUITOS DE BAGES,Barcelona,938788128,938788128,asfe3x3@gmail.com,,EVA  FABREGAS GALOBART,MARIUS BONJORN CHUMILLAS,938788128,624808765,
187,080566,CLUB ESPORTIU ESCOLA SANT GERVASI,C.E.E. SANT GERVASI,SANT GERVASI ESCOLA C.E.,"Sabadell, 41",Mollet del Vallès,Barcelona,669756797,000000000,santgervasi@santgervasi.org,hectorbaz@santgervasi.org,ALEJANDRO CERRILLO AGUILERA,Héctor Baz Redón,935795430,669756797,santgervasi.org/basquet
3274,081593,FUNDACIO PRIVADA SANT GERVASI,SANT GERVASI F.P.,SANT GERVASI FUNDACIO PRIVADA,"Sabadell, 41",Mollet del Vallès,Barcelona,669756797,,santgervasi@santgervasi.org,hectorbaz@santgervasi.org,ALEJANDRO CERRILLO AGUILERA,Héctor Baz Redón,626 35 57 69,669756797,http://www.fundaciosantgervasi.org/
371,170236,CLUB BASQUET SANT GREGORI,CLUB BASQUET SANT G,SANT GREGORI C.B.,"C/ DE BAIX, 47",SANT GREGORI (MUNICIPIO),Girona,620147614,972429079,coordinadorbase@cbsantgregori.cat,coordinadorbase@cbsantgregori.cat,JOAN FUENTES AMATE,ALBERT MOREJÓN,,620147614,www.cbsantgregori.com
337,170049,CLUB BASQUET SANT HILARI,CLUB BASQUET SANT H,SANT HILARI C.B.,"Plaça del Doctor Gravalosa, 4 (Casa de cultura)",SANT HILARI SACALM,Girona,619284306,,coordinadorscbsanthilari@gmail.com,,NEUS  ROURA PUJOL,BRISA SOLER,,657513427,
17,080025,CLUB ESPORTIU SANT IGNASI,SANT IGNASI ESPORTI,SANT IGNASI ESPORTIU,"CARRASCO I FORMIGUERA, 32",BARCELONA,Barcelona,679716663,936023004,pe.basquet.santignasi@fje.edu,antoni.matilla@fje.edu,JOSEP MARIA  RAMON,ANTONI MATILLA MARQUEZ,936023041,607160778,wwwsantignasi.fje.edu
92,080143,SECCIO ESPORTIVA SANT JOAN MATA,S.E. SANT JOAN MATA,SANT JOAN DE MATA SECCIÓ ESPORTIVA,"CINCA,  104 ,  1º 3º",BARCELONA,Barcelona,650597371,000000000,sjm@basquetcatala.org,sjmbasquetcoordinacio@gmail.com,XAVIER GOL  GIMENO,CARLES REYNALS RODRÍGUEZ,937447214,619875772,www.santjoandemata.net
203,080797,BASQUET CLUB SANT JOAN DESPI,B.C. SANT JOAN DESP,SANT JOAN DESPI B.C.,"Passatge Maluquer, 1, 2on6a",SANT JOAN DESPI,Barcelona,934779026,,coordinacioesportiva@basquetdespi.com,secretaria@basquetdespi.com,JOSE MARIA ROMAN GONZALEZ,RAFAEL GARCIA SUAREZ,934779026,600550635,www.basquetdespi.com
35,080044,CLUB ESPORTIU BASQUET SANT JORDI,C.E.B. SANT JORDI  ,SANT JORDI C.E.B.,"CARRER CERVANTES 75-77, ESCOLA MONTSERRAT",RUBI,Barcelona,660091393,935886569,toni.canton@cebsantjordi.cat,cebsantjordi@cebsantjordi.cat,JOAN GRANDES GARCÍA,TONI CANTÓN,935886569,660091393,www.cebsantjordi.cat
14,080021,CLUB BASQUET SANT JOSEP BADALONA,C.B. SANT JOSEP BAD,SANT JOSEP BADALONA C.B.,"PL. RECTOR RIFE, S/N",BADALONA,Barcelona,676599381,,info@cbsantjosep.cat,,MARC ORIOL MONTOLIU,Vidal Sabater Xufré,,607380966,www.cbsantjosep.cat
52,080068,CLUB BASQUETBOL SANT JOSEP OBRER,C.B. SANT JOSEP OBR,SANT JOSEP OBRER C.B.,"Av. Tomás Giménez, 2","HOSPITALET DE LLOBREGAT,L'",Barcelona,649506316,,direcciontecnicacbsjo@hotmail.com,,MANUEL ZURERA BERLANGA,JOAB MARTINEZ ARIAS,934381559,649506316,www.cbsjo.com
386,170263,ASSOCIACIO BASQUETBOL SANT JULIA DE RAMIS,A.B. SANT JULIA DE ,SANT JULIA DE  RAMIS A.B.,CARRER PUIG BLANC Nº8,SANT JULIA DE RAMIS,Girona,650414925,,a.b.santjuliaderamis@gmail.com,,SEBASTIAN TOLEDO MORAGÜES,SEBASTIÀ TOLEDO,,650414925,
93,080144,CLUB BASQUET SANT JUST,C.B. SANT JUST     ,SANT JUST CLUB DE BÀSQUET,passeig de la Muntanya 27,SANT JUST DESVERN,Barcelona,686797298,,dt@cbsantjust.com,,MAX HEROLD FRANCISCO,ADRIAN CISNEROS,,686797298,www.cbsantjust.com
